Pecha ID,Download Link,Non Word Ratio
P4BC81424,https://github.com/OpenPecha/P4BC81424/archive/refs/heads/botok.zip,0.08
P534C7555,https://github.com/OpenPecha/P534C7555/archive/refs/heads/botok.zip,0.09
P1D81C834,https://github.com/OpenPecha/P1D81C834/archive/refs/heads/botok.zip,0.1
P1186A374,https://github.com/OpenPecha/P1186A374/archive/refs/heads/botok.zip,0.14
P81C1EE12,https://github.com/OpenPecha/P81C1EE12/archive/refs/heads/botok.zip,0.1
PD6D7864E,https://github.com/OpenPecha/PD6D7864E/archive/refs/heads/botok.zip,0.1
P4DBA4474,https://github.com/OpenPecha/P4DBA4474/archive/refs/heads/botok.zip,0.09
P1251117F,https://github.com/OpenPecha/P1251117F/archive/refs/heads/botok.zip,0.05
P969B32E3,https://github.com/OpenPecha/P969B32E3/archive/refs/heads/botok.zip,0.08
P54076802,https://github.com/OpenPecha/P54076802/archive/refs/heads/botok.zip,0.13
PC0FD853E,https://github.com/OpenPecha/PC0FD853E/archive/refs/heads/botok.zip,0.09
P1092847D,https://github.com/OpenPecha/P1092847D/archive/refs/heads/botok.zip,0.1
P42994958,https://github.com/OpenPecha/P42994958/archive/refs/heads/botok.zip,0.14
P402E48F5,https://github.com/OpenPecha/P402E48F5/archive/refs/heads/botok.zip,0.17
P33E34BFE,https://github.com/OpenPecha/P33E34BFE/archive/refs/heads/botok.zip,0.06
P3FF8E6FF,https://github.com/OpenPecha/P3FF8E6FF/archive/refs/heads/botok.zip,0.19
P4C2BFFC5,https://github.com/OpenPecha/P4C2BFFC5/archive/refs/heads/botok.zip,0.09
PEB8D7EE1,https://github.com/OpenPecha/PEB8D7EE1/archive/refs/heads/botok.zip,0.11
PB861324C,https://github.com/OpenPecha/PB861324C/archive/refs/heads/botok.zip,0.12
PED2A9CDD,https://github.com/OpenPecha/PED2A9CDD/archive/refs/heads/botok.zip,0.07
P90DFF650,https://github.com/OpenPecha/P90DFF650/archive/refs/heads/botok.zip,0.08
PA8F28910,https://github.com/OpenPecha/PA8F28910/archive/refs/heads/botok.zip,0.06
P576514F1,https://github.com/OpenPecha/P576514F1/archive/refs/heads/botok.zip,0.12
P463B2E2E,https://github.com/OpenPecha/P463B2E2E/archive/refs/heads/botok.zip,0.09
PA12E143F,https://github.com/OpenPecha/PA12E143F/archive/refs/heads/botok.zip,0.06
PEB0E7EB8,https://github.com/OpenPecha/PEB0E7EB8/archive/refs/heads/botok.zip,0.1
P36711981,https://github.com/OpenPecha/P36711981/archive/refs/heads/botok.zip,0.08
PFAFE4F12,https://github.com/OpenPecha/PFAFE4F12/archive/refs/heads/botok.zip,0.11
P533EADA6,https://github.com/OpenPecha/P533EADA6/archive/refs/heads/botok.zip,0.18
PE8A9CB76,https://github.com/OpenPecha/PE8A9CB76/archive/refs/heads/botok.zip,0.15
P75A75253,https://github.com/OpenPecha/P75A75253/archive/refs/heads/botok.zip,0.11
PB8BBD1E5,https://github.com/OpenPecha/PB8BBD1E5/archive/refs/heads/botok.zip,0.1
P3F6AD06F,https://github.com/OpenPecha/P3F6AD06F/archive/refs/heads/botok.zip,0.11
P026DA160,https://github.com/OpenPecha/P026DA160/archive/refs/heads/botok.zip,0.12
P8977BC98,https://github.com/OpenPecha/P8977BC98/archive/refs/heads/botok.zip,0.1
P79EF9BFF,https://github.com/OpenPecha/P79EF9BFF/archive/refs/heads/botok.zip,0.14
P066E9E48,https://github.com/OpenPecha/P066E9E48/archive/refs/heads/botok.zip,0.13
P56C34DC4,https://github.com/OpenPecha/P56C34DC4/archive/refs/heads/botok.zip,0.16
P390F3F12,https://github.com/OpenPecha/P390F3F12/archive/refs/heads/botok.zip,0.11
PB64AB180,https://github.com/OpenPecha/PB64AB180/archive/refs/heads/botok.zip,0.09
P8A3D51D3,https://github.com/OpenPecha/P8A3D51D3/archive/refs/heads/botok.zip,0.09
P59BEF976,https://github.com/OpenPecha/P59BEF976/archive/refs/heads/botok.zip,0.09
P8882F8F8,https://github.com/OpenPecha/P8882F8F8/archive/refs/heads/botok.zip,0.09
PFF2B4F06,https://github.com/OpenPecha/PFF2B4F06/archive/refs/heads/botok.zip,0.1
P852E772D,https://github.com/OpenPecha/P852E772D/archive/refs/heads/botok.zip,0.08
P992A2A44,https://github.com/OpenPecha/P992A2A44/archive/refs/heads/botok.zip,0.1
P4516A5A5,https://github.com/OpenPecha/P4516A5A5/archive/refs/heads/botok.zip,0.08
PA2CB44EA,https://github.com/OpenPecha/PA2CB44EA/archive/refs/heads/botok.zip,0.08
PA9EDEAE8,https://github.com/OpenPecha/PA9EDEAE8/archive/refs/heads/botok.zip,0.11
PF7245581,https://github.com/OpenPecha/PF7245581/archive/refs/heads/botok.zip,0.1
P25C7ACCE,https://github.com/OpenPecha/P25C7ACCE/archive/refs/heads/botok.zip,0.06
P07C4E480,https://github.com/OpenPecha/P07C4E480/archive/refs/heads/botok.zip,0.17
P4ADC60FD,https://github.com/OpenPecha/P4ADC60FD/archive/refs/heads/botok.zip,0.09
PDEA66D61,https://github.com/OpenPecha/PDEA66D61/archive/refs/heads/botok.zip,0.12
PDE987A37,https://github.com/OpenPecha/PDE987A37/archive/refs/heads/botok.zip,0.09
PBBB8A87E,https://github.com/OpenPecha/PBBB8A87E/archive/refs/heads/botok.zip,0.09
PC0DA84C1,https://github.com/OpenPecha/PC0DA84C1/archive/refs/heads/botok.zip,0.1
P26483C80,https://github.com/OpenPecha/P26483C80/archive/refs/heads/botok.zip,0.12
P4023B249,https://github.com/OpenPecha/P4023B249/archive/refs/heads/botok.zip,0.1
P5BCBFD88,https://github.com/OpenPecha/P5BCBFD88/archive/refs/heads/botok.zip,0.07
P4D642F61,https://github.com/OpenPecha/P4D642F61/archive/refs/heads/botok.zip,0.1
P3AC44571,https://github.com/OpenPecha/P3AC44571/archive/refs/heads/botok.zip,0.1
PB75B5BBB,https://github.com/OpenPecha/PB75B5BBB/archive/refs/heads/botok.zip,0.09
PD4818E6E,https://github.com/OpenPecha/PD4818E6E/archive/refs/heads/botok.zip,0.09
P819A85A8,https://github.com/OpenPecha/P819A85A8/archive/refs/heads/botok.zip,0.11
P9430E2CF,https://github.com/OpenPecha/P9430E2CF/archive/refs/heads/botok.zip,0.13
P41DB05E4,https://github.com/OpenPecha/P41DB05E4/archive/refs/heads/botok.zip,0.1
PDA8AEDDA,https://github.com/OpenPecha/PDA8AEDDA/archive/refs/heads/botok.zip,0.11
PFDAF43F9,https://github.com/OpenPecha/PFDAF43F9/archive/refs/heads/botok.zip,0.13
PE2BC9B8A,https://github.com/OpenPecha/PE2BC9B8A/archive/refs/heads/botok.zip,0.13
P6A03C3C1,https://github.com/OpenPecha/P6A03C3C1/archive/refs/heads/botok.zip,0.14
P774E9632,https://github.com/OpenPecha/P774E9632/archive/refs/heads/botok.zip,0.1
PD99D60D6,https://github.com/OpenPecha/PD99D60D6/archive/refs/heads/botok.zip,0.08
P78AFB69A,https://github.com/OpenPecha/P78AFB69A/archive/refs/heads/botok.zip,0.09
P48D8FC55,https://github.com/OpenPecha/P48D8FC55/archive/refs/heads/botok.zip,0.19
P6383AF4E,https://github.com/OpenPecha/P6383AF4E/archive/refs/heads/botok.zip,0.11
PA24CCDA9,https://github.com/OpenPecha/PA24CCDA9/archive/refs/heads/botok.zip,0.1
PAAE846E2,https://github.com/OpenPecha/PAAE846E2/archive/refs/heads/botok.zip,0.21
P8BFBC77D,https://github.com/OpenPecha/P8BFBC77D/archive/refs/heads/botok.zip,0.09
P4438E454,https://github.com/OpenPecha/P4438E454/archive/refs/heads/botok.zip,0.1
PE3B664B2,https://github.com/OpenPecha/PE3B664B2/archive/refs/heads/botok.zip,0.1
PAEE8A554,https://github.com/OpenPecha/PAEE8A554/archive/refs/heads/botok.zip,0.1
P88397B98,https://github.com/OpenPecha/P88397B98/archive/refs/heads/botok.zip,0.1
P00A4DF64,https://github.com/OpenPecha/P00A4DF64/archive/refs/heads/botok.zip,0.08
PD59EAE74,https://github.com/OpenPecha/PD59EAE74/archive/refs/heads/botok.zip,0.08
P87989A85,https://github.com/OpenPecha/P87989A85/archive/refs/heads/botok.zip,0.11
PB0874122,https://github.com/OpenPecha/PB0874122/archive/refs/heads/botok.zip,0.19
P95988EC9,https://github.com/OpenPecha/P95988EC9/archive/refs/heads/botok.zip,0.09
PD644A1CA,https://github.com/OpenPecha/PD644A1CA/archive/refs/heads/botok.zip,0.12
P98416610,https://github.com/OpenPecha/P98416610/archive/refs/heads/botok.zip,0.09
P469A97F6,https://github.com/OpenPecha/P469A97F6/archive/refs/heads/botok.zip,0.08
PA804DA12,https://github.com/OpenPecha/PA804DA12/archive/refs/heads/botok.zip,0.06
PF866B0EE,https://github.com/OpenPecha/PF866B0EE/archive/refs/heads/botok.zip,0.09
P8E4D05A5,https://github.com/OpenPecha/P8E4D05A5/archive/refs/heads/botok.zip,0.1
P37B07BA3,https://github.com/OpenPecha/P37B07BA3/archive/refs/heads/botok.zip,0.12
PE1A6A6D9,https://github.com/OpenPecha/PE1A6A6D9/archive/refs/heads/botok.zip,0.11
P44CD1B12,https://github.com/OpenPecha/P44CD1B12/archive/refs/heads/botok.zip,0.16
P287BB442,https://github.com/OpenPecha/P287BB442/archive/refs/heads/botok.zip,0.2
P4A0343BD,https://github.com/OpenPecha/P4A0343BD/archive/refs/heads/botok.zip,0.13
PCF7625F5,https://github.com/OpenPecha/PCF7625F5/archive/refs/heads/botok.zip,0.26
P617332FF,https://github.com/OpenPecha/P617332FF/archive/refs/heads/botok.zip,0.2
PE70CAE8F,https://github.com/OpenPecha/PE70CAE8F/archive/refs/heads/botok.zip,0.1
P7BCB848C,https://github.com/OpenPecha/P7BCB848C/archive/refs/heads/botok.zip,0.28
PE98E4990,https://github.com/OpenPecha/PE98E4990/archive/refs/heads/botok.zip,0.07
PB82BC254,https://github.com/OpenPecha/PB82BC254/archive/refs/heads/botok.zip,0.1
PACC6A79C,https://github.com/OpenPecha/PACC6A79C/archive/refs/heads/botok.zip,0.12
P000010,https://github.com/OpenPecha/P000010/archive/refs/heads/botok.zip,
P000011,https://github.com/OpenPecha/P000011/archive/refs/heads/botok.zip,
P000012,https://github.com/OpenPecha/P000012/archive/refs/heads/botok.zip,
P000013,https://github.com/OpenPecha/P000013/archive/refs/heads/botok.zip,
P000014,https://github.com/OpenPecha/P000014/archive/refs/heads/botok.zip,
P000015,https://github.com/OpenPecha/P000015/archive/refs/heads/botok.zip,
P000016,https://github.com/OpenPecha/P000016/archive/refs/heads/botok.zip,
P000017,https://github.com/OpenPecha/P000017/archive/refs/heads/botok.zip,
P000018,https://github.com/OpenPecha/P000018/archive/refs/heads/botok.zip,
P000019,https://github.com/OpenPecha/P000019/archive/refs/heads/botok.zip,
P000020,https://github.com/OpenPecha/P000020/archive/refs/heads/botok.zip,
P000021,https://github.com/OpenPecha/P000021/archive/refs/heads/botok.zip,
P000022,https://github.com/OpenPecha/P000022/archive/refs/heads/botok.zip,
P000023,https://github.com/OpenPecha/P000023/archive/refs/heads/botok.zip,
P000024,https://github.com/OpenPecha/P000024/archive/refs/heads/botok.zip,
P000025,https://github.com/OpenPecha/P000025/archive/refs/heads/botok.zip,
P000026,https://github.com/OpenPecha/P000026/archive/refs/heads/botok.zip,
P000027,https://github.com/OpenPecha/P000027/archive/refs/heads/botok.zip,
P000028,https://github.com/OpenPecha/P000028/archive/refs/heads/botok.zip,
P000029,https://github.com/OpenPecha/P000029/archive/refs/heads/botok.zip,
P000030,https://github.com/OpenPecha/P000030/archive/refs/heads/botok.zip,
P000031,https://github.com/OpenPecha/P000031/archive/refs/heads/botok.zip,
P000032,https://github.com/OpenPecha/P000032/archive/refs/heads/botok.zip,
P000033,https://github.com/OpenPecha/P000033/archive/refs/heads/botok.zip,
P000034,https://github.com/OpenPecha/P000034/archive/refs/heads/botok.zip,
P000035,https://github.com/OpenPecha/P000035/archive/refs/heads/botok.zip,
P000036,https://github.com/OpenPecha/P000036/archive/refs/heads/botok.zip,
P000037,https://github.com/OpenPecha/P000037/archive/refs/heads/botok.zip,
P000038,https://github.com/OpenPecha/P000038/archive/refs/heads/botok.zip,
P000039,https://github.com/OpenPecha/P000039/archive/refs/heads/botok.zip,
P000040,https://github.com/OpenPecha/P000040/archive/refs/heads/botok.zip,
P000042,https://github.com/OpenPecha/P000042/archive/refs/heads/botok.zip,
P000043,https://github.com/OpenPecha/P000043/archive/refs/heads/botok.zip,
P000044,https://github.com/OpenPecha/P000044/archive/refs/heads/botok.zip,
P000045,https://github.com/OpenPecha/P000045/archive/refs/heads/botok.zip,
P000046,https://github.com/OpenPecha/P000046/archive/refs/heads/botok.zip,
P000047,https://github.com/OpenPecha/P000047/archive/refs/heads/botok.zip,
P000048,https://github.com/OpenPecha/P000048/archive/refs/heads/botok.zip,
P000049,https://github.com/OpenPecha/P000049/archive/refs/heads/botok.zip,
P000050,https://github.com/OpenPecha/P000050/archive/refs/heads/botok.zip,
P000051,https://github.com/OpenPecha/P000051/archive/refs/heads/botok.zip,
P000052,https://github.com/OpenPecha/P000052/archive/refs/heads/botok.zip,
P000053,https://github.com/OpenPecha/P000053/archive/refs/heads/botok.zip,
P000054,https://github.com/OpenPecha/P000054/archive/refs/heads/botok.zip,
P000055,https://github.com/OpenPecha/P000055/archive/refs/heads/botok.zip,
P000056,https://github.com/OpenPecha/P000056/archive/refs/heads/botok.zip,
P000057,https://github.com/OpenPecha/P000057/archive/refs/heads/botok.zip,
P000058,https://github.com/OpenPecha/P000058/archive/refs/heads/botok.zip,
P000059,https://github.com/OpenPecha/P000059/archive/refs/heads/botok.zip,
P000060,https://github.com/OpenPecha/P000060/archive/refs/heads/botok.zip,
P000061,https://github.com/OpenPecha/P000061/archive/refs/heads/botok.zip,0.11
P000062,https://github.com/OpenPecha/P000062/archive/refs/heads/botok.zip,
P000063,https://github.com/OpenPecha/P000063/archive/refs/heads/botok.zip,
P000064,https://github.com/OpenPecha/P000064/archive/refs/heads/botok.zip,
P000065,https://github.com/OpenPecha/P000065/archive/refs/heads/botok.zip,
P000066,https://github.com/OpenPecha/P000066/archive/refs/heads/botok.zip,
P000067,https://github.com/OpenPecha/P000067/archive/refs/heads/botok.zip,
P000068,https://github.com/OpenPecha/P000068/archive/refs/heads/botok.zip,
P000069,https://github.com/OpenPecha/P000069/archive/refs/heads/botok.zip,
P000070,https://github.com/OpenPecha/P000070/archive/refs/heads/botok.zip,
P000071,https://github.com/OpenPecha/P000071/archive/refs/heads/botok.zip,
P000072,https://github.com/OpenPecha/P000072/archive/refs/heads/botok.zip,
P000073,https://github.com/OpenPecha/P000073/archive/refs/heads/botok.zip,
P000074,https://github.com/OpenPecha/P000074/archive/refs/heads/botok.zip,
P000075,https://github.com/OpenPecha/P000075/archive/refs/heads/botok.zip,
P000076,https://github.com/OpenPecha/P000076/archive/refs/heads/botok.zip,
P000077,https://github.com/OpenPecha/P000077/archive/refs/heads/botok.zip,
P000078,https://github.com/OpenPecha/P000078/archive/refs/heads/botok.zip,
P000079,https://github.com/OpenPecha/P000079/archive/refs/heads/botok.zip,
P000080,https://github.com/OpenPecha/P000080/archive/refs/heads/botok.zip,
P000081,https://github.com/OpenPecha/P000081/archive/refs/heads/botok.zip,
P000082,https://github.com/OpenPecha/P000082/archive/refs/heads/botok.zip,
P000083,https://github.com/OpenPecha/P000083/archive/refs/heads/botok.zip,
P000084,https://github.com/OpenPecha/P000084/archive/refs/heads/botok.zip,
P000085,https://github.com/OpenPecha/P000085/archive/refs/heads/botok.zip,
P000086,https://github.com/OpenPecha/P000086/archive/refs/heads/botok.zip,
P000087,https://github.com/OpenPecha/P000087/archive/refs/heads/botok.zip,
P000088,https://github.com/OpenPecha/P000088/archive/refs/heads/botok.zip,
P000089,https://github.com/OpenPecha/P000089/archive/refs/heads/botok.zip,
P000090,https://github.com/OpenPecha/P000090/archive/refs/heads/botok.zip,
P000091,https://github.com/OpenPecha/P000091/archive/refs/heads/botok.zip,
P000092,https://github.com/OpenPecha/P000092/archive/refs/heads/botok.zip,
P000093,https://github.com/OpenPecha/P000093/archive/refs/heads/botok.zip,
P000094,https://github.com/OpenPecha/P000094/archive/refs/heads/botok.zip,
P000095,https://github.com/OpenPecha/P000095/archive/refs/heads/botok.zip,
P000096,https://github.com/OpenPecha/P000096/archive/refs/heads/botok.zip,
P000097,https://github.com/OpenPecha/P000097/archive/refs/heads/botok.zip,
P000098,https://github.com/OpenPecha/P000098/archive/refs/heads/botok.zip,
P000099,https://github.com/OpenPecha/P000099/archive/refs/heads/botok.zip,
P000100,https://github.com/OpenPecha/P000100/archive/refs/heads/botok.zip,
P000101,https://github.com/OpenPecha/P000101/archive/refs/heads/botok.zip,
P000102,https://github.com/OpenPecha/P000102/archive/refs/heads/botok.zip,
P000103,https://github.com/OpenPecha/P000103/archive/refs/heads/botok.zip,
P000104,https://github.com/OpenPecha/P000104/archive/refs/heads/botok.zip,
P000105,https://github.com/OpenPecha/P000105/archive/refs/heads/botok.zip,
P000106,https://github.com/OpenPecha/P000106/archive/refs/heads/botok.zip,
P000107,https://github.com/OpenPecha/P000107/archive/refs/heads/botok.zip,
P000108,https://github.com/OpenPecha/P000108/archive/refs/heads/botok.zip,
P000109,https://github.com/OpenPecha/P000109/archive/refs/heads/botok.zip,
P000110,https://github.com/OpenPecha/P000110/archive/refs/heads/botok.zip,0.09
P000111,https://github.com/OpenPecha/P000111/archive/refs/heads/botok.zip,
P000112,https://github.com/OpenPecha/P000112/archive/refs/heads/botok.zip,
P000113,https://github.com/OpenPecha/P000113/archive/refs/heads/botok.zip,
P000114,https://github.com/OpenPecha/P000114/archive/refs/heads/botok.zip,
P000115,https://github.com/OpenPecha/P000115/archive/refs/heads/botok.zip,
P000116,https://github.com/OpenPecha/P000116/archive/refs/heads/botok.zip,
P000117,https://github.com/OpenPecha/P000117/archive/refs/heads/botok.zip,
P000118,https://github.com/OpenPecha/P000118/archive/refs/heads/botok.zip,
P000119,https://github.com/OpenPecha/P000119/archive/refs/heads/botok.zip,
P000120,https://github.com/OpenPecha/P000120/archive/refs/heads/botok.zip,
P000121,https://github.com/OpenPecha/P000121/archive/refs/heads/botok.zip,
P000122,https://github.com/OpenPecha/P000122/archive/refs/heads/botok.zip,
P000123,https://github.com/OpenPecha/P000123/archive/refs/heads/botok.zip,
P000124,https://github.com/OpenPecha/P000124/archive/refs/heads/botok.zip,
P000125,https://github.com/OpenPecha/P000125/archive/refs/heads/botok.zip,
P000126,https://github.com/OpenPecha/P000126/archive/refs/heads/botok.zip,
P000127,https://github.com/OpenPecha/P000127/archive/refs/heads/botok.zip,
P000128,https://github.com/OpenPecha/P000128/archive/refs/heads/botok.zip,
P000129,https://github.com/OpenPecha/P000129/archive/refs/heads/botok.zip,
P000130,https://github.com/OpenPecha/P000130/archive/refs/heads/botok.zip,
P000131,https://github.com/OpenPecha/P000131/archive/refs/heads/botok.zip,
P000132,https://github.com/OpenPecha/P000132/archive/refs/heads/botok.zip,
P000133,https://github.com/OpenPecha/P000133/archive/refs/heads/botok.zip,
P000134,https://github.com/OpenPecha/P000134/archive/refs/heads/botok.zip,
P000135,https://github.com/OpenPecha/P000135/archive/refs/heads/botok.zip,
P000136,https://github.com/OpenPecha/P000136/archive/refs/heads/botok.zip,
P000137,https://github.com/OpenPecha/P000137/archive/refs/heads/botok.zip,
P000138,https://github.com/OpenPecha/P000138/archive/refs/heads/botok.zip,
P000139,https://github.com/OpenPecha/P000139/archive/refs/heads/botok.zip,
P000140,https://github.com/OpenPecha/P000140/archive/refs/heads/botok.zip,
P000141,https://github.com/OpenPecha/P000141/archive/refs/heads/botok.zip,
P000142,https://github.com/OpenPecha/P000142/archive/refs/heads/botok.zip,
P000143,https://github.com/OpenPecha/P000143/archive/refs/heads/botok.zip,
P000144,https://github.com/OpenPecha/P000144/archive/refs/heads/botok.zip,
P000145,https://github.com/OpenPecha/P000145/archive/refs/heads/botok.zip,
P000146,https://github.com/OpenPecha/P000146/archive/refs/heads/botok.zip,
P000147,https://github.com/OpenPecha/P000147/archive/refs/heads/botok.zip,
P000148,https://github.com/OpenPecha/P000148/archive/refs/heads/botok.zip,
P000149,https://github.com/OpenPecha/P000149/archive/refs/heads/botok.zip,
P000150,https://github.com/OpenPecha/P000150/archive/refs/heads/botok.zip,
P000151,https://github.com/OpenPecha/P000151/archive/refs/heads/botok.zip,
P000152,https://github.com/OpenPecha/P000152/archive/refs/heads/botok.zip,
P000153,https://github.com/OpenPecha/P000153/archive/refs/heads/botok.zip,
P000154,https://github.com/OpenPecha/P000154/archive/refs/heads/botok.zip,
P000155,https://github.com/OpenPecha/P000155/archive/refs/heads/botok.zip,
P000156,https://github.com/OpenPecha/P000156/archive/refs/heads/botok.zip,
P000157,https://github.com/OpenPecha/P000157/archive/refs/heads/botok.zip,
P000158,https://github.com/OpenPecha/P000158/archive/refs/heads/botok.zip,
P000159,https://github.com/OpenPecha/P000159/archive/refs/heads/botok.zip,
P000160,https://github.com/OpenPecha/P000160/archive/refs/heads/botok.zip,
P000161,https://github.com/OpenPecha/P000161/archive/refs/heads/botok.zip,
P000162,https://github.com/OpenPecha/P000162/archive/refs/heads/botok.zip,
P000163,https://github.com/OpenPecha/P000163/archive/refs/heads/botok.zip,
P000164,https://github.com/OpenPecha/P000164/archive/refs/heads/botok.zip,
P000165,https://github.com/OpenPecha/P000165/archive/refs/heads/botok.zip,
P000166,https://github.com/OpenPecha/P000166/archive/refs/heads/botok.zip,
P000167,https://github.com/OpenPecha/P000167/archive/refs/heads/botok.zip,
P000168,https://github.com/OpenPecha/P000168/archive/refs/heads/botok.zip,
P000169,https://github.com/OpenPecha/P000169/archive/refs/heads/botok.zip,
P000170,https://github.com/OpenPecha/P000170/archive/refs/heads/botok.zip,
P000171,https://github.com/OpenPecha/P000171/archive/refs/heads/botok.zip,
P000172,https://github.com/OpenPecha/P000172/archive/refs/heads/botok.zip,
P000173,https://github.com/OpenPecha/P000173/archive/refs/heads/botok.zip,
P000174,https://github.com/OpenPecha/P000174/archive/refs/heads/botok.zip,
P000175,https://github.com/OpenPecha/P000175/archive/refs/heads/botok.zip,
P000176,https://github.com/OpenPecha/P000176/archive/refs/heads/botok.zip,
P000177,https://github.com/OpenPecha/P000177/archive/refs/heads/botok.zip,
P000178,https://github.com/OpenPecha/P000178/archive/refs/heads/botok.zip,
P000179,https://github.com/OpenPecha/P000179/archive/refs/heads/botok.zip,
P000180,https://github.com/OpenPecha/P000180/archive/refs/heads/botok.zip,
P000182,https://github.com/OpenPecha/P000182/archive/refs/heads/botok.zip,
P000183,https://github.com/OpenPecha/P000183/archive/refs/heads/botok.zip,
P000184,https://github.com/OpenPecha/P000184/archive/refs/heads/botok.zip,
P000185,https://github.com/OpenPecha/P000185/archive/refs/heads/botok.zip,
P000186,https://github.com/OpenPecha/P000186/archive/refs/heads/botok.zip,
P000187,https://github.com/OpenPecha/P000187/archive/refs/heads/botok.zip,
P000188,https://github.com/OpenPecha/P000188/archive/refs/heads/botok.zip,
P000189,https://github.com/OpenPecha/P000189/archive/refs/heads/botok.zip,
P000190,https://github.com/OpenPecha/P000190/archive/refs/heads/botok.zip,
P000191,https://github.com/OpenPecha/P000191/archive/refs/heads/botok.zip,
P000192,https://github.com/OpenPecha/P000192/archive/refs/heads/botok.zip,
P000193,https://github.com/OpenPecha/P000193/archive/refs/heads/botok.zip,
P000194,https://github.com/OpenPecha/P000194/archive/refs/heads/botok.zip,
P000195,https://github.com/OpenPecha/P000195/archive/refs/heads/botok.zip,
P000196,https://github.com/OpenPecha/P000196/archive/refs/heads/botok.zip,
P000197,https://github.com/OpenPecha/P000197/archive/refs/heads/botok.zip,
P000198,https://github.com/OpenPecha/P000198/archive/refs/heads/botok.zip,
P000199,https://github.com/OpenPecha/P000199/archive/refs/heads/botok.zip,
P000200,https://github.com/OpenPecha/P000200/archive/refs/heads/botok.zip,
P000201,https://github.com/OpenPecha/P000201/archive/refs/heads/botok.zip,
P000202,https://github.com/OpenPecha/P000202/archive/refs/heads/botok.zip,
P000203,https://github.com/OpenPecha/P000203/archive/refs/heads/botok.zip,
P000204,https://github.com/OpenPecha/P000204/archive/refs/heads/botok.zip,
P000205,https://github.com/OpenPecha/P000205/archive/refs/heads/botok.zip,
P000206,https://github.com/OpenPecha/P000206/archive/refs/heads/botok.zip,
P000207,https://github.com/OpenPecha/P000207/archive/refs/heads/botok.zip,
P000208,https://github.com/OpenPecha/P000208/archive/refs/heads/botok.zip,
P000209,https://github.com/OpenPecha/P000209/archive/refs/heads/botok.zip,
P000210,https://github.com/OpenPecha/P000210/archive/refs/heads/botok.zip,
P000211,https://github.com/OpenPecha/P000211/archive/refs/heads/botok.zip,
P000212,https://github.com/OpenPecha/P000212/archive/refs/heads/botok.zip,
P000213,https://github.com/OpenPecha/P000213/archive/refs/heads/botok.zip,
P000214,https://github.com/OpenPecha/P000214/archive/refs/heads/botok.zip,
P000215,https://github.com/OpenPecha/P000215/archive/refs/heads/botok.zip,
P000216,https://github.com/OpenPecha/P000216/archive/refs/heads/botok.zip,
P000217,https://github.com/OpenPecha/P000217/archive/refs/heads/botok.zip,
P000218,https://github.com/OpenPecha/P000218/archive/refs/heads/botok.zip,
P000219,https://github.com/OpenPecha/P000219/archive/refs/heads/botok.zip,
P000220,https://github.com/OpenPecha/P000220/archive/refs/heads/botok.zip,
P000221,https://github.com/OpenPecha/P000221/archive/refs/heads/botok.zip,
P000222,https://github.com/OpenPecha/P000222/archive/refs/heads/botok.zip,
P000223,https://github.com/OpenPecha/P000223/archive/refs/heads/botok.zip,
P000224,https://github.com/OpenPecha/P000224/archive/refs/heads/botok.zip,
P000225,https://github.com/OpenPecha/P000225/archive/refs/heads/botok.zip,
P000226,https://github.com/OpenPecha/P000226/archive/refs/heads/botok.zip,
P000227,https://github.com/OpenPecha/P000227/archive/refs/heads/botok.zip,
P000228,https://github.com/OpenPecha/P000228/archive/refs/heads/botok.zip,
P000229,https://github.com/OpenPecha/P000229/archive/refs/heads/botok.zip,
P000230,https://github.com/OpenPecha/P000230/archive/refs/heads/botok.zip,
P000231,https://github.com/OpenPecha/P000231/archive/refs/heads/botok.zip,
P000232,https://github.com/OpenPecha/P000232/archive/refs/heads/botok.zip,
P000233,https://github.com/OpenPecha/P000233/archive/refs/heads/botok.zip,
P000234,https://github.com/OpenPecha/P000234/archive/refs/heads/botok.zip,
P000235,https://github.com/OpenPecha/P000235/archive/refs/heads/botok.zip,
P000236,https://github.com/OpenPecha/P000236/archive/refs/heads/botok.zip,
P000237,https://github.com/OpenPecha/P000237/archive/refs/heads/botok.zip,
P000238,https://github.com/OpenPecha/P000238/archive/refs/heads/botok.zip,
P000239,https://github.com/OpenPecha/P000239/archive/refs/heads/botok.zip,
P000240,https://github.com/OpenPecha/P000240/archive/refs/heads/botok.zip,
P000241,https://github.com/OpenPecha/P000241/archive/refs/heads/botok.zip,
P000242,https://github.com/OpenPecha/P000242/archive/refs/heads/botok.zip,
P000243,https://github.com/OpenPecha/P000243/archive/refs/heads/botok.zip,
P000244,https://github.com/OpenPecha/P000244/archive/refs/heads/botok.zip,
P000245,https://github.com/OpenPecha/P000245/archive/refs/heads/botok.zip,
P000246,https://github.com/OpenPecha/P000246/archive/refs/heads/botok.zip,
P000247,https://github.com/OpenPecha/P000247/archive/refs/heads/botok.zip,
P000248,https://github.com/OpenPecha/P000248/archive/refs/heads/botok.zip,
P000249,https://github.com/OpenPecha/P000249/archive/refs/heads/botok.zip,
P000250,https://github.com/OpenPecha/P000250/archive/refs/heads/botok.zip,
P000251,https://github.com/OpenPecha/P000251/archive/refs/heads/botok.zip,
P000252,https://github.com/OpenPecha/P000252/archive/refs/heads/botok.zip,
P000253,https://github.com/OpenPecha/P000253/archive/refs/heads/botok.zip,
